season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2026,1,PIT,REG,2026_01_ATL_PIT,ATL,24,41,221,1,0,2,-15,0,0,407,121,10,-9.6826911436115,1.23448287313049,0,9,5,3,0,21,58,0,0,0,3,-5.97938267892459,0,1,1,0,0,24,37,221,1,1,1,407,121,10,-6.98576535565344,0,9,5,3,0,0,37,0,34,7,34,2,4,25,5,2,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,5,1,0,0,1,1,2,13,3,74,2,3,1,0,43,0.666666666666667,0,1,0,1,0,0,0,0,0,0,1,0,43;28,56,,71,56,0,2,2,0,0,1,0,0,0,0,0,4,0,55,194,2,1,0,0,0,3,33,0,161
2026,1,SEA,REG,2026_01_NE_SEA,NE,17,24,200,1,0,2,-12,0,0,154,104,9,4.36844890306879,2.3635162661473,0,8,3,3,1,22,97,0,0,0,4,-1.28509881172795,0,3,3,0,0,17,24,200,1,0,0,154,104,9,7.7281134084164,0,8,3,3,1,0,44,0,30,9,23,0,3,10,5,3,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,98,6,0,0,0,0,0,1,9,3,80,2,2,0,0,30,1,0,1,1,0,0,0,0,0,0,0,0,0,30;26,,,56,0,0,1,1,0,0,1,0,0,0,0,0,5,0,50,227,3,2,1,0,2,0,0,0,227
2026,1,SF,REG,2026_01_SF_LA,LA,25,34,205,3,1,0,0,0,0,149,117,12,4.82562753588093,0.771556181066177,0,7,1,1,0,30,174,0,0,0,10,6.6154963959707,0,5,5,0,0,25,34,205,3,0,0,149,117,12,4.82562753588093,0,7,1,1,0,0,33,0,36,2,2,2,0,0,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,21,4,0,0,0,0,0,2,17,2,74,2,3,1,0,56,0.666666666666667,0,1,0,0,1,0,0,0,0,0,1,0,20;56,52,,76,52,0,3,3,0,0,1,0,0,0,0,0,2,0,51,94,0,0,0,1,0,1,11,0,63
2026,1,TB,REG,2026_01_TB_CIN,CIN,23,28,216,0,0,4,-23,2,2,143,167,12,-5.41051944553709,14.0204619478296,0,12,4,2,0,20,89,2,1,1,5,-1.53364448441425,0,1,0,0,0,23,27,216,0,1,1,143,167,12,8.55776604590938,0,12,4,2,0,0,46,0,20,5,19,0,1,9,6,1,38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,4,4,0,0,4,4,1,13,7,206,2,2,0,0,51,1,0,0,1,0,1,0,0,0,0,0,0,0,34;51,,,85,0,0,3,3,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2026,1,TEN,REG,2026_01_NYJ_TEN,NYJ,19,32,140,1,0,3,-13,0,0,190,78,6,-7.35125374553204,0.389746470110757,0,6,0,0,0,14,68,0,0,0,4,1.53868879962829,0,2,1,0,0,19,28,140,1,0,0,190,78,6,0.0389836992468617,0,6,0,0,0,0,31,1,45,2,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,4,1,0,0,1,1,1,-5,3,62,1,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,1,1,0,0,1,0,0,0,0,0,7,0,54,326,1,1,0,3,1,2,29,0,237
2026,1,WAS,REG,2026_01_WAS_PHI,PHI,18,34,164,2,0,1,-1,0,0,317,71,10,3.90583545517296,-3.44530277211091,0,8,3,1,0,32,132,1,1,0,9,0.167146355951629,0,4,2,0,0,18,29,164,2,0,0,317,71,10,7.96178792627182,0,8,3,1,0,0,32,0,24,10,39,0,3,21,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,45,3,1,0,0,1,0,4,53,5,154,1,2,1,0,55,0.5,0,0,0,0,1,0,0,0,0,0,1,0,55,54,,55,54,0,1,2,0,1,0.5,0,0,0,0,0,6,0,60,318,0,0,0,1,1,4,37,0,261
2026,2,ARI,REG,2026_02_SEA_ARI,SEA,17,28,95,1,1,2,-14,0,0,109,58,4,-8.08428018429549,-5.56912662891241,0,0,0,0,0,17,70,0,0,0,4,-7.20181164483074,0,1,1,0,0,17,26,95,1,0,0,109,58,4,-2.12163902533939,0,0,0,0,0,0,39,1,45,6,33,2,1,16,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,48,2,0,0,0,0,0,0,0,3,96,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1,0,0,0,0,0,7,0,49,289,3,0,1,0,3,3,29,0,260
2026,2,ATL,REG,2026_02_CAR_ATL,CAR,18,32,145,0,3,3,-16,1,1,159,106,10,-25.0506886480251,-18.8452811010422,0,7,1,0,0,32,157,0,1,1,7,-6.66513916029362,0,3,0,0,0,18,31,145,0,0,0,159,106,10,-16.6600001886944,0,7,1,0,0,0,34,1,27,3,10,1,2,15,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,1,1,1,0,2,2,1,7,4,79,1,2,1,0,41,0.5,0,0,0,1,0,0,0,0,0,0,1,0,41,53,,41,53,0,0,0,0,0,,0,0,0,0,0,3,0,62,151,1,0,0,0,1,2,49,0,102
2026,2,BAL,REG,2026_02_NO_BAL,NO,21,31,235,1,1,3,-31,0,0,321,84,11,3.31739675468343,7.85623542193709,0,8,5,3,1,22,108,1,0,0,8,2.99457216518931,0,2,1,0,0,21,29,235,1,0,0,321,84,11,10.0153142292128,0,8,5,3,1,0,44,0,28,7,38,0,3,19,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,5,0,0,0,0,0,0,0,4,108,1,2,0,1,49,0.5,0,0,0,1,0,0,0,0,0,0,0,0,49,,49,49,0,49,2,2,0,0,1,0,0,0,0,0,3,0,47,124,0,0,0,0,1,2,13,0,111
2026,2,BUF,REG,2026_02_DET_BUF,DET,20,31,248,3,0,2,-5,1,0,235,87,14,15.0488080361392,5.71868526084082,0,9,6,4,1,36,203,3,0,0,15,9.80940009452752,0,8,7,3,0,20,28,248,3,0,0,235,87,14,19.038957536919,0,9,6,4,1,0,40,0,22,5,32,1,4,38,11,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,46,4,1,0,0,1,0,3,36,4,93,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,6,1,0,0.833333333333333,0,0,0,0,0,2,0,43,83,1,0,0,0,2,0,0,0,83
2026,2,CAR,REG,2026_02_CAR_ATL,ATL,23,36,287,3,0,2,-15,0,0,311,88,12,11.0700347998962,11.5891645196825,0,10,5,5,1,22,68,0,0,0,5,-5.06818399322219,0,1,1,0,0,23,32,287,3,1,0,311,88,12,16.2108102619849,0,10,5,5,1,0,41,0,28,3,11,1,2,9,5,3,72,9,1,0,0,0,0,0,0,0,0,1,0,2,0,0,9,63,2,1,0,0,1,0,2,49,2,53,2,2,0,0,37,1,0,1,1,0,0,0,0,0,0,0,0,0,37;25,,,62,0,0,4,4,0,0,1,0,0,0,0,0,4,0,54,193,3,0,0,0,3,1,7,0,186
2026,2,CHI,REG,2026_02_MIN_CHI,MIN,20,35,192,0,1,4,-29,0,0,189,130,7,-3.89225104875195,-2.40125586589177,0,6,4,2,0,31,134,0,2,1,9,-4.95893175510094,0,6,4,0,0,20,30,192,0,0,0,189,130,7,4.20361912896624,0,6,4,2,0,0,31,1,29,5,40,0,3,16,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,58,6,1,1,0,2,1,3,30,3,68,1,2,0,1,50,0.5,0,0,0,0,1,0,0,0,0,0,0,0,50,,23,50,0,23,0,0,0,0,,0,0,0,0,0,4,0,63,195,3,0,1,0,2,1,11,0,184
2026,2,CIN,REG,2026_02_CIN_HOU,HOU,20,31,207,2,0,5,-25,0,0,173,75,9,-0.547725591643175,-6.50844410542519,0,8,7,4,0,23,85,0,0,0,3,-4.78379818418762,0,2,0,0,0,20,31,207,2,0,0,173,75,9,5.45029352546211,0,8,7,4,0,0,40,2,34,8,49,0,4,39,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78,3,0,0,0,0,0,3,19,3,90,2,2,0,0,57,1,0,0,0,0,2,0,0,0,0,0,0,0,51;57,,,108,0,0,2,2,0,0,1,0,0,0,0,0,8,0,59,345,4,2,0,0,3,3,32,0,313
2026,2,CLE,REG,2026_02_CLE_TB,TB,24,30,238,2,0,2,-15,0,0,108,163,10,10.3738102972507,6.42843763033549,0,7,3,2,1,23,44,0,0,0,3,-9.87736152939033,0,0,0,0,0,24,30,238,2,0,0,108,163,10,12.5858993860543,0,7,3,2,1,0,43,2,20,7,23,1,3,6,5,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,5,0,0,0,0,0,0,0,6,143,3,3,0,0,50,1,0,0,2,0,1,0,0,0,0,0,0,0,50;34;34,,,118,0,0,2,2,0,0,1,0,0,0,0,0,4,0,57,198,2,1,0,0,1,2,14,0,184
2026,2,DAL,REG,2026_02_WAS_DAL,WAS,26,31,279,4,0,2,-13,0,0,244,88,16,15.1040259846231,18.0240679171778,0,12,4,4,0,21,66,0,0,0,3,-2.86496093287133,0,1,0,0,0,26,31,279,4,0,0,244,88,16,18.7613285021072,0,12,4,4,0,0,47,0,26,3,20,2,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,32,5,0,0,0,0,0,1,9,4,122,3,3,0,0,60,1,0,1,0,1,0,1,0,0,0,0,0,0,25;44;60,,,129,0,0,4,4,0,0,1,0,0,0,0,0,1,0,48,48,0,0,0,0,0,1,14,0,34
2026,2,DEN,REG,2026_02_JAX_DEN,JAX,22,31,288,1,1,0,0,0,0,268,97,13,8.43086637615208,11.4757875944006,0,10,8,5,1,28,104,1,0,0,7,-4.79748530051897,0,4,4,0,0,22,29,288,1,0,0,268,97,13,10.7674726448022,0,10,8,5,1,0,36,1,23,5,22,0,2,16,7,1,3,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,53,1,0,1,0,1,0,2,2,3,84,2,2,0,0,45,1,0,1,0,1,0,0,0,0,0,0,0,0,20;45,,,65,0,0,2,2,0,0,1,0,0,0,0,0,3,0,48,137,0,1,0,0,0,2,12,0,125
2026,2,DET,REG,2026_02_DET_BUF,BUF,26,38,327,4,0,4,-38,1,0,337,126,19,18.5762867453741,5.99711796170787,0,16,8,5,0,20,66,0,1,0,2,-4.16679297920821,0,2,1,0,0,26,38,327,4,0,0,337,126,19,26.2447977026459,0,16,8,5,0,0,38,0,34,3,8,1,2,5,8,0,0,1,0,0,0,0,0,0,0,0,0,2,-11,0,0,0,10,58,4,1,1,0,2,0,0,0,6,157,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,4,4,0,0,1,0,0,0,0,0,4,0,62,206,1,0,0,0,1,3,36,0,170
2026,2,GB,REG,2026_02_GB_NYJ,NYJ,16,29,145,2,0,3,-9,1,0,216,94,8,-3.16850428629777,-13.596061694211,0,7,3,1,0,18,63,0,2,1,4,-7.94056433270453,0,2,1,0,0,16,29,145,2,1,0,216,94,8,-1.57790825920756,0,7,3,1,0,0,40,5,37,9,28,0,4,29,10,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,14,133,5,4,1,0,5,1,4,92,4,116,2,2,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,34;26,,,60,0,0,2,2,0,0,1,1,1,0,0,26,6,0,66,324,3,1,1,1,0,3,2,0,302
2026,2,HOU,REG,2026_02_CIN_HOU,CIN,30,56,353,0,0,4,-39,0,0,475,139,15,-9.66340026954493,-8.43130749464035,0,14,7,5,0,18,60,0,0,0,3,-9.68923680233906,0,3,2,0,0,30,50,353,0,0,0,475,139,15,4.04654721801291,0,14,7,5,0,0,33,2,32,8,35,0,5,25,10,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,83,6,0,1,0,1,0,3,32,4,93,2,3,1,0,45,0.666666666666667,0,0,1,1,0,0,0,0,0,0,1,0,37;45,58,,82,58,0,0,0,0,0,,0,0,0,0,0,5,0,49,207,2,0,0,0,2,3,19,0,188
2026,2,IND,REG,2026_02_IND_KC,KC,22,31,210,1,1,0,0,0,0,162,106,12,5.88635097563383,3.94283811251322,0,8,2,2,1,32,119,2,0,0,9,3.84580402582651,0,4,2,1,0,22,30,210,1,0,0,162,106,12,6.69227154183318,0,8,2,2,1,0,43,0,50,4,14,0,2,11,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,7,0,0,0,0,0,0,0,6,160,3,3,0,0,49,1,0,0,1,2,0,0,0,0,0,0,0,0,42;49;38,,,129,0,0,3,3,0,0,1,0,0,0,0,0,2,0,45,86,2,0,0,0,0,2,8,0,78
2026,2,JAX,REG,2026_02_JAX_DEN,DEN,17,29,189,0,1,2,-16,0,0,302,36,8,-4.11505365912874,0.915374340755599,0,7,5,3,0,24,95,1,0,0,9,1.49894421015051,0,2,1,0,0,17,28,189,0,0,0,302,36,8,0.37944135180603,0,7,5,3,0,0,38,1,23,2,2,0,0,0,3,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,40,6,0,1,0,1,0,2,12,4,104,2,3,1,0,44,0.666666666666667,0,1,0,1,0,0,0,0,0,0,1,0,44;23,54,,67,54,0,1,1,0,0,1,0,0,0,0,0,4,0,55,185,3,2,0,0,0,2,2,0,183
