game_id,season,week,team,opponent,fh_trailing_plays,fh_trailing_pass,fh_trailing_rush,fh_close_plays,fh_close_pass,fh_close_rush,fh_leading_plays,fh_leading_pass,fh_leading_rush,sh_trailing_plays,sh_trailing_pass,sh_trailing_rush,sh_close_plays,sh_close_pass,sh_close_rush,sh_leading_plays,sh_leading_pass,sh_leading_rush
2022_01_KC_ARI,2022,1,ari,kc,23,15,8,3,2,1,0,0,0,36,27,9,0,0,0,0,0,0
2022_01_KC_ARI,2022,1,kc,ari,0,0,0,31,21,10,11,9,2,0,0,0,0,0,0,28,14,14
2022_01_LV_LAC,2022,1,lac,lv,0,0,0,35,22,13,0,0,0,0,0,0,17,9,8,12,5,7
2022_01_LV_LAC,2022,1,lv,lac,1,0,1,23,17,6,0,0,0,27,21,6,6,6,0,0,0,0
2022_01_NE_MIA,2022,1,mia,ne,0,0,0,20,12,8,10,8,2,0,0,0,0,0,0,28,16,12
2022_01_NE_MIA,2022,1,ne,mia,6,4,2,18,11,7,0,0,0,31,20,11,0,0,0,0,0,0
2022_01_NO_ATL,2022,1,atl,no,0,0,0,36,20,16,0,0,0,0,0,0,24,12,12,14,7,7
2022_01_NO_ATL,2022,1,no,atl,0,0,0,25,15,10,0,0,0,21,13,8,11,11,0,0,0,0
2022_01_NYG_TEN,2022,1,nyg,ten,16,9,7,12,9,3,0,0,0,4,0,4,27,13,14,0,0,0
2022_01_NYG_TEN,2022,1,ten,nyg,0,0,0,17,10,7,14,9,5,0,0,0,30,19,11,3,0,3
2022_01_PHI_DET,2022,1,det,phi,10,5,5,21,10,11,0,0,0,37,26,11,0,0,0,0,0,0
2022_01_PHI_DET,2022,1,phi,det,0,0,0,44,32,12,0,0,0,0,0,0,7,0,7,23,14,9
2022_01_PIT_CIN,2022,1,cin,pit,14,7,7,24,16,8,0,0,0,12,7,5,49,40,9,0,0,0
2022_01_PIT_CIN,2022,1,pit,cin,0,0,0,18,10,8,3,2,1,0,0,0,34,26,8,6,4,2
2022_01_SF_CHI,2022,1,chi,sf,0,0,0,31,15,16,0,0,0,6,3,3,15,6,9,3,0,3
2022_01_SF_CHI,2022,1,sf,chi,0,0,0,30,12,18,0,0,0,16,13,3,23,11,12,0,0,0
2022_01_TB_DAL,2022,1,dal,tb,0,0,0,28,17,11,0,0,0,40,33,7,0,0,0,0,0,0
2022_01_TB_DAL,2022,1,tb,dal,0,0,0,34,18,16,0,0,0,0,0,0,0,0,0,26,11,15
2022_02_ARI_LV,2022,2,ari,lv,15,9,6,6,3,3,0,0,0,36,24,12,28,22,6,0,0,0
2022_02_ARI_LV,2022,2,lv,ari,0,0,0,26,15,11,16,13,3,0,0,0,10,7,3,15,9,6
2022_02_ATL_LA,2022,2,atl,lar,18,12,6,19,9,10,0,0,0,17,9,8,6,4,2,0,0,0
2022_02_ATL_LA,2022,2,lar,atl,0,0,0,17,9,8,9,8,1,0,0,0,7,1,6,30,19,11
2022_02_CAR_NYG,2022,2,car,nyg,0,0,0,33,21,12,0,0,0,0,0,0,25,19,6,0,0,0
2022_02_CAR_NYG,2022,2,nyg,car,0,0,0,27,21,6,0,0,0,0,0,0,44,25,19,0,0,0
2022_02_CHI_GB,2022,2,chi,gb,4,3,1,13,5,8,0,0,0,24,8,16,0,0,0,0,0,0
2022_02_CHI_GB,2022,2,gb,chi,0,0,0,34,19,15,7,4,3,0,0,0,0,0,0,26,7,19
2022_02_CIN_DAL,2022,2,cin,dal,17,14,3,8,5,3,0,0,0,17,9,8,25,17,8,0,0,0
2022_02_CIN_DAL,2022,2,dal,cin,0,0,0,18,8,10,18,11,7,0,0,0,21,14,7,3,1,2
2022_02_HOU_DEN,2022,2,den,hou,0,0,0,39,25,14,0,0,0,0,0,0,32,16,16,0,0,0
2022_02_HOU_DEN,2022,2,hou,den,0,0,0,31,22,9,0,0,0,0,0,0,30,21,9,0,0,0
2022_02_IND_JAX,2022,2,ind,jax,8,7,1,13,8,5,0,0,0,29,21,8,0,0,0,0,0,0
2022_02_IND_JAX,2022,2,jax,ind,0,0,0,26,12,14,9,6,3,0,0,0,0,0,0,35,14,21
2022_02_LAC_KC,2022,2,kc,lac,8,6,2,19,11,8,0,0,0,8,8,0,20,14,6,0,0,0
2022_02_LAC_KC,2022,2,lac,kc,0,0,0,31,19,12,0,0,0,9,9,0,34,23,11,0,0,0
2022_02_MIA_BAL,2022,2,bal,mia,0,0,0,26,11,15,7,5,2,0,0,0,14,12,2,11,6,5
2022_02_MIA_BAL,2022,2,mia,bal,9,6,3,21,15,6,0,0,0,32,25,7,9,7,2,0,0,0
2022_02_MIN_PHI,2022,2,min,phi,13,11,2,9,6,3,0,0,0,39,35,4,0,0,0,0,0,0
2022_02_MIN_PHI,2022,2,phi,min,0,0,0,38,24,14,7,4,3,0,0,0,0,0,0,28,15,13
2022_02_NE_PIT,2022,2,ne,pit,0,0,0,27,20,7,0,0,0,0,0,0,38,20,18,0,0,0
2022_02_NE_PIT,2022,2,pit,ne,0,0,0,37,23,14,0,0,0,9,5,4,12,9,3,0,0,0
2022_02_NYJ_CLE,2022,2,cle,nyj,0,0,0,28,15,13,0,0,0,0,0,0,38,18,20,0,0,0
2022_02_NYJ_CLE,2022,2,nyj,cle,0,0,0,33,21,12,0,0,0,2,2,0,35,27,8,0,0,0
2022_02_SEA_SF,2022,2,sea,sf,19,16,3,11,5,6,0,0,0,19,14,5,0,0,0,0,0,0
2022_02_SEA_SF,2022,2,sf,sea,0,0,0,22,8,14,13,7,6,0,0,0,0,0,0,41,14,27
2022_02_TB_NO,2022,2,no,tb,0,0,0,35,24,11,0,0,0,17,17,0,16,8,8,0,0,0
2022_02_TB_NO,2022,2,tb,no,0,0,0,23,13,10,0,0,0,0,0,0,36,23,13,6,1,5
2022_02_TEN_BUF,2022,2,buf,ten,0,0,0,34,26,8,0,0,0,0,0,0,0,0,0,32,19,13
2022_02_TEN_BUF,2022,2,ten,buf,3,3,0,22,12,10,0,0,0,31,15,16,0,0,0,0,0,0
2022_02_WAS_DET,2022,2,det,wsh,0,0,0,18,11,7,19,12,7,0,0,0,10,7,3,12,7,5
2022_02_WAS_DET,2022,2,wsh,det,19,16,3,8,5,3,0,0,0,45,32,13,0,0,0,0,0,0
2022_03_ATL_SEA,2022,3,atl,sea,0,0,0,30,20,10,0,0,0,0,0,0,25,8,17,0,0,0
2022_03_ATL_SEA,2022,3,sea,atl,0,0,0,39,25,14,0,0,0,0,0,0,32,22,10,0,0,0
2022_03_BAL_NE,2022,3,bal,ne,0,0,0,29,20,9,0,0,0,0,0,0,27,14,13,0,0,0
2022_03_BAL_NE,2022,3,ne,bal,0,0,0,29,18,11,0,0,0,13,10,3,23,13,10,0,0,0
2022_03_BUF_MIA,2022,3,buf,mia,0,0,0,41,34,7,0,0,0,0,0,0,49,37,12,0,0,0
2022_03_BUF_MIA,2022,3,mia,buf,0,0,0,25,14,11,0,0,0,0,0,0,18,11,7,0,0,0
2022_03_CIN_NYJ,2022,3,cin,nyj,0,0,0,27,20,7,9,8,1,0,0,0,0,0,0,30,13,17
2022_03_CIN_NYJ,2022,3,nyj,cin,19,16,3,21,13,8,0,0,0,38,29,9,0,0,0,0,0,0
2022_03_DAL_NYG,2022,3,dal,nyg,0,0,0,30,14,16,0,0,0,0,0,0,32,17,15,0,0,0
2022_03_DAL_NYG,2022,3,nyg,dal,0,0,0,36,27,9,0,0,0,9,8,1,27,19,8,0,0,0
2022_03_DET_MIN,2022,3,det,min,0,0,0,36,24,12,0,0,0,0,0,0,33,14,19,8,6,2
2022_03_DET_MIN,2022,3,min,det,13,8,5,24,16,8,0,0,0,14,9,5,19,13,6,0,0,0
2022_03_GB_TB,2022,3,gb,tb,0,0,0,22,13,9,9,5,4,0,0,0,20,12,8,10,7,3
2022_03_GB_TB,2022,3,tb,gb,10,10,0,13,7,6,0,0,0,13,9,4,27,23,4,0,0,0
2022_03_HOU_CHI,2022,3,chi,hou,0,0,0,39,18,21,0,0,0,0,0,0,22,8,14,0,0,0
2022_03_HOU_CHI,2022,3,hou,chi,7,3,4,20,11,9,0,0,0,0,0,0,33,21,12,0,0,0
2022_03_JAX_LAC,2022,3,jax,lac,0,0,0,40,25,15,0,0,0,0,0,0,5,4,1,28,11,17
2022_03_JAX_LAC,2022,3,lac,jax,13,12,1,13,9,4,0,0,0,35,29,6,0,0,0,0,0,0
2022_03_KC_IND,2022,3,ind,kc,0,0,0,37,22,15,0,0,0,0,0,0,33,23,10,0,0,0
2022_03_KC_IND,2022,3,kc,ind,0,0,0,30,21,9,0,0,0,0,0,0,33,23,10,0,0,0
2022_03_LA_ARI,2022,3,ari,lar,34,27,7,6,4,2,0,0,0,28,24,4,15,8,7,0,0,0
2022_03_LA_ARI,2022,3,lar,ari,0,0,0,15,9,6,11,9,2,0,0,0,12,5,7,8,4,4
2022_03_LV_TEN,2022,3,lv,ten,15,11,4,9,6,3,0,0,0,30,20,10,15,15,0,0,0,0
2022_03_LV_TEN,2022,3,ten,lv,0,0,0,27,13,14,6,5,1,0,0,0,3,1,2,19,11,8
2022_03_NO_CAR,2022,3,car,no,0,0,0,16,9,7,14,7,7,0,0,0,5,2,3,24,10,14
2022_03_NO_CAR,2022,3,no,car,17,12,5,15,8,7,0,0,0,36,25,11,1,1,0,0,0,0
2022_03_PHI_WAS,2022,3,phi,wsh,0,0,0,19,12,7,26,20,6,0,0,0,0,0,0,23,11,12
2022_03_PHI_WAS,2022,3,wsh,phi,13,9,4,15,8,7,0,0,0,48,40,8,0,0,0,0,0,0
2022_03_PIT_CLE,2022,3,cle,pit,0,0,0,36,23,13,0,0,0,0,0,0,28,8,20,8,3,5
2022_03_PIT_CLE,2022,3,pit,cle,0,0,0,30,14,16,0,0,0,13,12,1,16,11,5,0,0,0
2022_03_SF_DEN,2022,3,den,sf,0,0,0,31,20,11,0,0,0,0,0,0,39,23,16,0,0,0
2022_03_SF_DEN,2022,3,sf,den,0,0,0,32,19,13,0,0,0,0,0,0,24,16,8,0,0,0
2022_04_ARI_CAR,2022,4,ari,car,0,0,0,35,22,13,0,0,0,0,0,0,29,15,14,8,2,6
2022_04_ARI_CAR,2022,4,car,ari,0,0,0,30,19,11,0,0,0,13,13,0,9,7,2,0,0,0
2022_04_BUF_BAL,2022,4,bal,buf,0,0,0,17,8,9,20,15,5,0,0,0,29,17,12,3,3,0
2022_04_BUF_BAL,2022,4,buf,bal,20,16,4,10,8,2,0,0,0,9,5,4,22,14,8,0,0,0
2022_04_CHI_NYG,2022,4,chi,nyg,0,0,0,37,23,14,0,0,0,0,0,0,25,13,12,0,0,0
2022_04_CHI_NYG,2022,4,nyg,chi,0,0,0,29,14,15,0,0,0,0,0,0,36,12,24,0,0,0
2022_04_CLE_ATL,2022,4,atl,cle,0,0,0,19,10,9,0,0,0,0,0,0,33,10,23,0,0,0
2022_04_CLE_ATL,2022,4,cle,atl,16,7,9,23,13,10,0,0,0,0,0,0,34,20,14,0,0,0
2022_04_DEN_LV,2022,4,den,lv,0,0,0,25,15,10,0,0,0,13,12,1,15,9,6,0,0,0
2022_04_DEN_LV,2022,4,lv,den,0,0,0,37,22,15,0,0,0,0,0,0,33,18,15,3,0,3
2022_04_JAX_PHI,2022,4,jax,phi,0,0,0,18,8,10,6,4,2,9,8,1,14,8,6,0,0,0
2022_04_JAX_PHI,2022,4,phi,jax,14,10,4,28,9,19,0,0,0,0,0,0,29,11,18,7,1,6
2022_04_KC_TB,2022,4,kc,tb,0,0,0,14,9,5,28,16,12,0,0,0,0,0,0,38,19,19
2022_04_KC_TB,2022,4,tb,kc,24,22,2,6,4,2,0,0,0,34,31,3,0,0,0,0,0,0
2022_04_LA_SF,2022,4,lar,sf,0,0,0,34,24,10,0,0,0,16,14,2,24,19,5,0,0,0
2022_04_LA_SF,2022,4,sf,lar,0,0,0,27,18,9,0,0,0,0,0,0,20,10,10,3,0,3
2022_04_LAC_HOU,2022,4,hou,lac,12,9,3,17,12,5,0,0,0,25,20,5,3,2,1,0,0,0
2022_04_LAC_HOU,2022,4,lac,hou,0,0,0,15,8,7,21,16,5,0,0,0,13,7,6,17,10,7
2022_04_MIA_CIN,2022,4,cin,mia,0,0,0,31,18,13,0,0,0,0,0,0,30,18,12,0,0,0
2022_04_MIA_CIN,2022,4,mia,cin,0,0,0,35,25,10,0,0,0,6,6,0,23,11,12,0,0,0
2022_04_MIN_NO,2022,4,min,no,0,0,0,40,27,13,0,0,0,0,0,0,33,20,13,0,0,0
2022_04_MIN_NO,2022,4,no,min,0,0,0,23,12,11,0,0,0,12,6,6,24,13,11,0,0,0
2022_04_NE_GB,2022,4,gb,ne,0,0,0,25,13,12,0,0,0,0,0,0,48,25,23,0,0,0
2022_04_NE_GB,2022,4,ne,gb,0,0,0,35,18,17,0,0,0,0,0,0,23,7,16,0,0,0
2022_04_NYJ_PIT,2022,4,nyj,pit,0,0,0,34,20,14,0,0,0,12,9,3,24,14,10,0,0,0
2022_04_NYJ_PIT,2022,4,pit,nyj,9,3,6,24,17,7,0,0,0,0,0,0,31,17,14,0,0,0
2022_04_SEA_DET,2022,4,det,sea,15,9,6,21,13,8,0,0,0,37,26,11,0,0,0,0,0,0
2022_04_SEA_DET,2022,4,sea,det,0,0,0,28,18,10,0,0,0,0,0,0,32,15,17,5,2,3
2022_04_TEN_IND,2022,4,ind,ten,21,14,7,14,8,6,0,0,0,8,3,5,22,17,5,0,0,0
2022_04_TEN_IND,2022,4,ten,ind,0,0,0,11,6,5,22,12,10,0,0,0,15,8,7,3,2,1
2022_04_WAS_DAL,2022,4,dal,wsh,0,0,0,35,19,16,0,0,0,0,0,0,13,8,5,13,6,7
2022_04_WAS_DAL,2022,4,wsh,dal,0,0,0,29,14,15,0,0,0,28,23,5,17,10,7,0,0,0
2022_05_ATL_TB,2022,5,atl,tb,5,5,0,24,14,10,0,0,0,36,17,19,0,0,0,0,0,0
2022_05_ATL_TB,2022,5,tb,atl,0,0,0,42,30,12,3,3,0,0,0,0,10,6,4,20,15,5
2022_05_CHI_MIN,2022,5,chi,min,13,7,6,6,5,1,0,0,0,8,5,3,22,14,8,0,0,0
2022_05_CHI_MIN,2022,5,min,chi,0,0,0,23,13,10,22,16,6,0,0,0,30,17,13,0,0,0
2022_05_CIN_BAL,2022,5,bal,cin,0,0,0,30,19,11,4,1,3,0,0,0,30,17,13,0,0,0
2022_05_CIN_BAL,2022,5,cin,bal,11,5,6,20,16,4,0,0,0,0,0,0,32,21,11,0,0,0
2022_05_DAL_LA,2022,5,dal,lar,0,0,0,22,10,12,0,0,0,0,0,0,12,5,7,18,4,14
2022_05_DAL_LA,2022,5,lar,dal,6,3,3,33,23,10,0,0,0,27,24,3,0,0,0,0,0,0
2022_05_DET_NE,2022,5,det,ne,3,1,2,28,11,17,0,0,0,34,29,5,0,0,0,0,0,0
2022_05_DET_NE,2022,5,ne,det,0,0,0,20,9,11,7,5,2,0,0,0,0,0,0,31,12,19
2022_05_HOU_JAX,2022,5,hou,jax,0,0,0,26,14,12,0,0,0,0,0,0,31,12,19,0,0,0
2022_05_HOU_JAX,2022,5,jax,hou,0,0,0,36,20,16,0,0,0,0,0,0,37,30,7,0,0,0
2022_05_IND_DEN,2022,5,den,ind,0,0,0,30,21,9,0,0,0,0,0,0,41,25,16,0,0,0
2022_05_IND_DEN,2022,5,ind,den,0,0,0,37,25,12,0,0,0,0,0,0,41,27,14,0,0,0
2022_05_LAC_CLE,2022,5,cle,lac,0,0,0,32,17,15,3,2,1,0,0,0,32,19,13,0,0,0
2022_05_LAC_CLE,2022,5,lac,cle,9,4,5,25,16,9,0,0,0,0,0,0,35,20,15,0,0,0
2022_05_LV_KC,2022,5,kc,lv,17,13,4,13,11,2,0,0,0,13,9,4,27,17,10,0,0,0
2022_05_LV_KC,2022,5,lv,kc,0,0,0,21,11,10,15,7,8,0,0,0,27,19,8,0,0,0
2022_05_MIA_NYJ,2022,5,mia,nyj,20,10,10,14,10,4,0,0,0,14,12,2,19,8,11,0,0,0
2022_05_MIA_NYJ,2022,5,nyj,mia,0,0,0,30,16,14,0,0,0,0,0,0,20,10,10,6,0,6
2022_05_NYG_GB,2022,5,gb,nyg,0,0,0,37,25,12,0,0,0,0,0,0,26,18,8,0,0,0
2022_05_NYG_GB,2022,5,nyg,gb,19,13,6,6,3,3,0,0,0,11,4,7,23,13,10,0,0,0
2022_05_PHI_ARI,2022,5,ari,phi,9,5,4,30,20,10,0,0,0,0,0,0,29,17,12,0,0,0
2022_05_PHI_ARI,2022,5,phi,ari,0,0,0,35,21,14,3,3,0,0,0,0,34,17,17,0,0,0
2022_05_PIT_BUF,2022,5,buf,pit,0,0,0,23,16,7,11,10,1,0,0,0,0,0,0,19,14,5
2022_05_PIT_BUF,2022,5,pit,buf,14,11,3,18,11,7,0,0,0,43,37,6,0,0,0,0,0,0
2022_05_SEA_NO,2022,5,no,sea,0,0,0,35,16,19,0,0,0,0,0,0,36,13,23,0,0,0
2022_05_SEA_NO,2022,5,sea,no,0,0,0,29,16,13,0,0,0,4,3,1,19,14,5,0,0,0
2022_05_SF_CAR,2022,5,car,sf,14,10,4,20,11,9,0,0,0,35,30,5,0,0,0,0,0,0
2022_05_SF_CAR,2022,5,sf,car,0,0,0,32,20,12,0,0,0,0,0,0,12,7,5,20,9,11
2022_05_TEN_WAS,2022,5,ten,wsh,0,0,0,40,20,20,0,0,0,0,0,0,24,13,11,0,0,0
2022_05_TEN_WAS,2022,5,wsh,ten,0,0,0,19,12,7,0,0,0,0,0,0,43,35,8,0,0,0
2022_06_ARI_SEA,2022,6,ari,sea,0,0,0,33,17,16,0,0,0,29,26,3,9,4,5,0,0,0
2022_06_ARI_SEA,2022,6,sea,ari,0,0,0,32,19,13,0,0,0,0,0,0,20,15,5,17,7,10
2022_06_BAL_NYG,2022,6,bal,nyg,0,0,0,36,23,13,0,0,0,0,0,0,23,13,10,0,0,0
2022_06_BAL_NYG,2022,6,nyg,bal,0,0,0,25,17,8,0,0,0,12,5,7,24,12,12,0,0,0
2022_06_BUF_KC,2022,6,buf,kc,0,0,0,41,26,15,0,0,0,0,0,0,30,19,11,0,0,0
2022_06_BUF_KC,2022,6,kc,buf,0,0,0,37,30,7,0,0,0,0,0,0,30,23,7,0,0,0
2022_06_CAR_LA,2022,6,car,lar,0,0,0,24,10,14,0,0,0,10,8,2,9,5,4,0,0,0
2022_06_CAR_LA,2022,6,lar,car,0,0,0,28,14,14,0,0,0,0,0,0,29,20,9,6,1,5
2022_06_CIN_NO,2022,6,cin,no,10,9,1,24,20,4,0,0,0,7,4,3,14,11,3,0,0,0
2022_06_CIN_NO,2022,6,no,cin,0,0,0,33,16,17,0,0,0,0,0,0,39,22,17,0,0,0
2022_06_DAL_PHI,2022,6,dal,phi,17,12,5,10,5,5,0,0,0,40,24,16,0,0,0,0,0,0
2022_06_DAL_PHI,2022,6,phi,dal,0,0,0,27,15,12,11,4,7,0,0,0,13,4,9,17,7,10
2022_06_DEN_LAC,2022,6,den,lac,0,0,0,26,21,5,0,0,0,0,0,0,32,15,17,0,0,0
2022_06_DEN_LAC,2022,6,lac,den,15,11,4,28,20,8,0,0,0,0,0,0,50,36,14,0,0,0
2022_06_JAX_IND,2022,6,ind,jax,16,13,3,31,27,4,0,0,0,0,0,0,32,23,9,0,0,0
2022_06_JAX_IND,2022,6,jax,ind,0,0,0,20,11,9,3,2,1,0,0,0,38,17,21,0,0,0
2022_06_MIN_MIA,2022,6,mia,min,0,0,0,40,27,13,0,0,0,16,14,2,22,18,4,0,0,0
2022_06_MIN_MIA,2022,6,min,mia,0,0,0,25,19,6,0,0,0,0,0,0,21,15,6,3,0,3
2022_06_NE_CLE,2022,6,cle,ne,0,0,0,31,18,13,0,0,0,38,33,5,0,0,0,0,0,0
2022_06_NE_CLE,2022,6,ne,cle,0,0,0,32,20,12,0,0,0,0,0,0,7,4,3,28,16,12
2022_06_NYJ_GB,2022,6,gb,nyj,0,0,0,37,26,11,0,0,0,25,21,4,11,6,5,0,0,0
2022_06_NYJ_GB,2022,6,nyj,gb,0,0,0,27,16,11,0,0,0,0,0,0,12,6,6,13,0,13
2022_06_SF_ATL,2022,6,atl,sf,0,0,0,32,13,19,0,0,0,0,0,0,9,2,7,17,4,13
2022_06_SF_ATL,2022,6,sf,atl,8,6,2,16,10,6,0,0,0,33,26,7,3,3,0,0,0,0
2022_06_TB_PIT,2022,6,pit,tb,0,0,0,33,19,14,0,0,0,0,0,0,29,17,12,0,0,0
2022_06_TB_PIT,2022,6,tb,pit,0,0,0,34,22,12,0,0,0,0,0,0,36,21,15,0,0,0
2022_06_WAS_CHI,2022,6,chi,wsh,0,0,0,38,24,14,0,0,0,0,0,0,34,21,13,0,0,0
2022_06_WAS_CHI,2022,6,wsh,chi,0,0,0,29,18,11,0,0,0,0,0,0,27,9,18,0,0,0
2022_07_ATL_CIN,2022,7,atl,cin,22,7,15,5,3,2,0,0,0,20,11,9,0,0,0,0,0,0
2022_07_ATL_CIN,2022,7,cin,atl,0,0,0,15,10,5,18,18,0,0,0,0,0,0,0,34,19,15
2022_07_CHI_NE,2022,7,chi,ne,0,0,0,34,16,18,3,3,0,0,0,0,9,3,6,24,5,19
2022_07_CHI_NE,2022,7,ne,chi,14,9,5,14,8,6,0,0,0,23,19,4,0,0,0,0,0,0
2022_07_CLE_BAL,2022,7,bal,cle,0,0,0,24,10,14,0,0,0,0,0,0,39,12,27,0,0,0
2022_07_CLE_BAL,2022,7,cle,bal,0,0,0,30,19,11,0,0,0,17,7,10,13,12,1,0,0,0
2022_07_DET_DAL,2022,7,dal,det,0,0,0,29,16,13,0,0,0,0,0,0,28,14,14,4,1,3
2022_07_DET_DAL,2022,7,det,dal,0,0,0,27,13,14,0,0,0,7,7,0,25,13,12,0,0,0
2022_07_GB_WAS,2022,7,gb,wsh,0,0,0,27,17,10,0,0,0,11,11,0,15,12,3,0,0,0
2022_07_GB_WAS,2022,7,wsh,gb,12,6,6,25,13,12,0,0,0,0,0,0,37,17,20,0,0,0
2022_07_HOU_LV,2022,7,hou,lv,0,0,0,28,16,12,0,0,0,21,17,4,16,9,7,0,0,0
2022_07_HOU_LV,2022,7,lv,hou,0,0,0,29,15,14,0,0,0,0,0,0,25,14,11,0,0,0
2022_07_IND_TEN,2022,7,ind,ten,15,12,3,18,12,6,0,0,0,31,24,7,0,0,0,0,0,0
2022_07_IND_TEN,2022,7,ten,ind,0,0,0,21,10,11,9,5,4,0,0,0,18,7,11,9,1,8
2022_07_KC_SF,2022,7,kc,sf,10,8,2,23,17,6,0,0,0,0,0,0,19,12,7,9,5,4
2022_07_KC_SF,2022,7,sf,kc,0,0,0,34,21,13,0,0,0,33,30,3,10,5,5,0,0,0
2022_07_NO_ARI,2022,7,ari,no,0,0,0,28,16,12,0,0,0,0,0,0,0,0,0,34,19,15
2022_07_NO_ARI,2022,7,no,ari,0,0,0,31,17,14,0,0,0,40,36,4,0,0,0,0,0,0
2022_07_NYG_JAX,2022,7,jax,nyg,0,0,0,32,22,10,0,0,0,0,0,0,38,25,13,0,0,0
2022_07_NYG_JAX,2022,7,nyg,jax,0,0,0,39,28,11,0,0,0,0,0,0,37,14,23,0,0,0
2022_07_NYJ_DEN,2022,7,den,nyj,0,0,0,41,20,21,0,0,0,0,0,0,38,30,8,0,0,0
2022_07_NYJ_DEN,2022,7,nyj,den,0,0,0,27,19,8,0,0,0,0,0,0,31,15,16,0,0,0
2022_07_PIT_MIA,2022,7,mia,pit,0,0,0,23,16,7,12,9,3,0,0,0,26,13,13,0,0,0
2022_07_PIT_MIA,2022,7,pit,mia,27,17,10,3,1,2,0,0,0,0,0,0,44,34,10,0,0,0
2022_07_SEA_LAC,2022,7,lac,sea,25,21,4,11,6,5,0,0,0,35,32,3,0,0,0,0,0,0
2022_07_SEA_LAC,2022,7,sea,lac,0,0,0,34,21,13,5,3,2,0,0,0,0,0,0,30,13,17
2022_07_TB_CAR,2022,7,car,tb,0,0,0,23,13,10,0,0,0,0,0,0,12,8,4,15,2,13
2022_07_TB_CAR,2022,7,tb,car,0,0,0,32,23,9,0,0,0,20,18,2,15,11,4,0,0,0
2022_08_ARI_MIN,2022,8,ari,min,17,11,6,13,8,5,0,0,0,4,4,0,42,35,7,0,0,0
2022_08_ARI_MIN,2022,8,min,ari,0,0,0,34,22,12,5,3,2,0,0,0,32,19,13,0,0,0
2022_08_BAL_TB,2022,8,bal,tb,0,0,0,40,33,7,0,0,0,0,0,0,33,11,22,0,0,0
2022_08_BAL_TB,2022,8,tb,bal,0,0,0,30,20,10,0,0,0,21,20,1,15,12,3,0,0,0
2022_08_CAR_ATL,2022,8,atl,car,0,0,0,28,13,15,0,0,0,0,0,0,38,18,20,0,0,0
2022_08_CAR_ATL,2022,8,car,atl,0,0,0,34,17,17,0,0,0,0,0,0,45,25,20,0,0,0
2022_08_CHI_DAL,2022,8,chi,dal,33,16,17,4,3,1,0,0,0,40,17,23,0,0,0,0,0,0
2022_08_CHI_DAL,2022,8,dal,chi,0,0,0,25,13,12,9,7,2,0,0,0,7,4,3,14,4,10
2022_08_CIN_CLE,2022,8,cin,cle,0,0,0,31,25,6,0,0,0,22,18,4,0,0,0,0,0,0
2022_08_CIN_CLE,2022,8,cle,cin,0,0,0,32,18,14,0,0,0,0,0,0,0,0,0,35,7,28
2022_08_DEN_JAX,2022,8,den,jax,11,6,5,20,14,6,0,0,0,0,0,0,29,14,15,0,0,0
2022_08_DEN_JAX,2022,8,jax,den,0,0,0,39,23,16,0,0,0,0,0,0,33,16,17,0,0,0
2022_08_GB_BUF,2022,8,buf,gb,0,0,0,23,11,12,4,4,0,0,0,0,0,0,0,31,19,12
2022_08_GB_BUF,2022,8,gb,buf,17,5,12,12,9,3,0,0,0,37,22,15,0,0,0,0,0,0
